Catégorie,Date de commande,Segment,Objectif de vente
Mobilier,12-09-2014,Grand public,76
Produits technologiques,12-09-2014,Entreprise,1242
Produits technologiques,12-09-2014,Grand public,64
Fournitures de bureau,13-09-2014,Entreprise,155
Fournitures de bureau,13-09-2014,Entreprise individuelle,81
Fournitures de bureau,14-09-2014,Entreprise,379
Fournitures de bureau,14-09-2014,Entreprise individuelle,398
Fournitures de bureau,14-09-2014,Grand public,251
Mobilier,14-09-2014,Entreprise,326
Mobilier,14-09-2014,Grand public,707
Produits technologiques,14-09-2014,Entreprise,2181
Produits technologiques,14-09-2014,Grand public,1340
Produits technologiques,15-09-2014,Grand public,79
Fournitures de bureau,16-09-2014,Entreprise,287
Fournitures de bureau,16-09-2014,Entreprise individuelle,222
Fournitures de bureau,16-09-2014,Grand public,2445
Mobilier,16-09-2014,Entreprise individuelle,21
Mobilier,16-09-2014,Grand public,207
Produits technologiques,16-09-2014,Entreprise,897
Produits technologiques,16-09-2014,Entreprise individuelle,2082
Produits technologiques,16-09-2014,Grand public,330
Fournitures de bureau,17-09-2014,Entreprise individuelle,638
Fournitures de bureau,17-09-2014,Grand public,348
Mobilier,17-09-2014,Entreprise individuelle,3139
Mobilier,17-09-2014,Grand public,33
Fournitures de bureau,18-09-2014,Entreprise,120
Fournitures de bureau,18-09-2014,Grand public,128
Produits technologiques,18-09-2014,Entreprise,187
Produits technologiques,18-09-2014,Grand public,613
Fournitures de bureau,19-09-2014,Entreprise,26
Fournitures de bureau,19-09-2014,Grand public,211
Produits technologiques,19-09-2014,Grand public,163
Fournitures de bureau,20-09-2014,Entreprise,177
Fournitures de bureau,20-09-2014,Entreprise individuelle,95
Fournitures de bureau,20-09-2014,Grand public,784
Mobilier,20-09-2014,Grand public,410
Produits technologiques,20-09-2014,Entreprise,1165
Produits technologiques,20-09-2014,Entreprise individuelle,301
Produits technologiques,20-09-2014,Grand public,958
Fournitures de bureau,21-09-2014,Entreprise,87
Fournitures de bureau,21-09-2014,Grand public,218
Mobilier,21-09-2014,Entreprise,62
Mobilier,21-09-2014,Entreprise individuelle,1188
Mobilier,21-09-2014,Grand public,291
Produits technologiques,21-09-2014,Entreprise,145
Produits technologiques,21-09-2014,Grand public,586
Fournitures de bureau,23-09-2014,Entreprise,162
Fournitures de bureau,23-09-2014,Entreprise individuelle,73
Fournitures de bureau,23-09-2014,Grand public,499
Mobilier,23-09-2014,Grand public,923
Fournitures de bureau,24-09-2014,Entreprise,149
Fournitures de bureau,24-09-2014,Grand public,1036
Produits technologiques,24-09-2014,Entreprise,679
Fournitures de bureau,25-09-2014,Entreprise,278
Fournitures de bureau,25-09-2014,Entreprise individuelle,300
Fournitures de bureau,25-09-2014,Grand public,1040
Mobilier,25-09-2014,Entreprise,844
Produits technologiques,25-09-2014,Entreprise,435
Produits technologiques,25-09-2014,Entreprise individuelle,354
Produits technologiques,25-09-2014,Grand public,401
Fournitures de bureau,26-09-2014,Entreprise,42
Fournitures de bureau,26-09-2014,Entreprise individuelle,53
Fournitures de bureau,26-09-2014,Grand public,172
Mobilier,26-09-2014,Grand public,676
Produits technologiques,26-09-2014,Entreprise,1188
Fournitures de bureau,27-09-2014,Entreprise,202
Fournitures de bureau,27-09-2014,Entreprise individuelle,929
Fournitures de bureau,27-09-2014,Grand public,729
Mobilier,27-09-2014,Entreprise individuelle,500
Mobilier,27-09-2014,Grand public,979
Produits technologiques,27-09-2014,Entreprise,1698
Produits technologiques,27-09-2014,Grand public,84
Fournitures de bureau,28-09-2014,Entreprise,489
Fournitures de bureau,28-09-2014,Grand public,48
Mobilier,28-09-2014,Entreprise,1274
Mobilier,28-09-2014,Grand public,71
Produits technologiques,28-09-2014,Entreprise,1043
Fournitures de bureau,29-09-2014,Grand public,21
Mobilier,29-09-2014,Grand public,936
Fournitures de bureau,30-09-2014,Grand public,497
Mobilier,30-09-2014,Grand public,602
Produits technologiques,30-09-2014,Grand public,1393
Fournitures de bureau,01-10-2014,Entreprise individuelle,87
Fournitures de bureau,01-10-2014,Grand public,44
Fournitures de bureau,03-10-2014,Entreprise individuelle,132
Fournitures de bureau,03-10-2014,Grand public,306
Fournitures de bureau,04-10-2014,Grand public,148
Mobilier,04-10-2014,Entreprise,474
Mobilier,04-10-2014,Entreprise individuelle,477
Produits technologiques,04-10-2014,Entreprise,281
Produits technologiques,04-10-2014,Grand public,1184
Fournitures de bureau,05-10-2014,Entreprise,21
Mobilier,05-10-2014,Grand public,379
Produits technologiques,05-10-2014,Entreprise,526
Produits technologiques,07-10-2014,Grand public,148
Fournitures de bureau,08-10-2014,Grand public,230
Mobilier,08-10-2014,Grand public,522
Produits technologiques,08-10-2014,Entreprise,1707
Produits technologiques,08-10-2014,Grand public,639
Fournitures de bureau,09-10-2014,Grand public,323
Mobilier,09-10-2014,Grand public,347
Produits technologiques,09-10-2014,Grand public,473
Mobilier,10-10-2014,Entreprise individuelle,332
Produits technologiques,10-10-2014,Entreprise,771
Produits technologiques,10-10-2014,Grand public,280
Fournitures de bureau,11-10-2014,Entreprise individuelle,40
Fournitures de bureau,11-10-2014,Grand public,519
Mobilier,11-10-2014,Entreprise,243
Mobilier,11-10-2014,Grand public,947
Produits technologiques,11-10-2014,Grand public,1968
Fournitures de bureau,12-10-2014,Entreprise individuelle,55
Fournitures de bureau,12-10-2014,Grand public,707
Produits technologiques,12-10-2014,Grand public,1565
Fournitures de bureau,14-10-2014,Entreprise,45
Fournitures de bureau,14-10-2014,Entreprise individuelle,50
Fournitures de bureau,14-10-2014,Grand public,481
Mobilier,14-10-2014,Entreprise,114
Fournitures de bureau,15-10-2014,Entreprise,239
Fournitures de bureau,15-10-2014,Grand public,2538
Mobilier,15-10-2014,Entreprise,381
Mobilier,15-10-2014,Grand public,362
Produits technologiques,15-10-2014,Grand public,177
Fournitures de bureau,16-10-2014,Entreprise,94
Fournitures de bureau,16-10-2014,Entreprise individuelle,354
Fournitures de bureau,16-10-2014,Grand public,13
Produits technologiques,16-10-2014,Entreprise,1554
Produits technologiques,16-10-2014,Grand public,1306
Fournitures de bureau,17-10-2014,Entreprise,54
Produits technologiques,17-10-2014,Entreprise,1120
Fournitures de bureau,18-10-2014,Entreprise,56
Fournitures de bureau,18-10-2014,Grand public,181
Produits technologiques,18-10-2014,Grand public,647
Produits technologiques,21-10-2014,Entreprise,1195
Fournitures de bureau,22-10-2014,Grand public,132
Fournitures de bureau,23-10-2014,Entreprise,117
Fournitures de bureau,23-10-2014,Entreprise individuelle,50
Fournitures de bureau,23-10-2014,Grand public,50
Mobilier,23-10-2014,Grand public,305
Produits technologiques,23-10-2014,Entreprise,1152
Produits technologiques,23-10-2014,Grand public,1090
Fournitures de bureau,24-10-2014,Entreprise,332
Fournitures de bureau,24-10-2014,Grand public,392
Fournitures de bureau,25-10-2014,Entreprise individuelle,268
Fournitures de bureau,25-10-2014,Grand public,90
Produits technologiques,25-10-2014,Grand public,622
Fournitures de bureau,28-10-2014,Entreprise,1059
Fournitures de bureau,28-10-2014,Entreprise individuelle,203
Fournitures de bureau,29-10-2014,Entreprise,84
Fournitures de bureau,29-10-2014,Entreprise individuelle,39
Mobilier,29-10-2014,Entreprise individuelle,51
Produits technologiques,29-10-2014,Entreprise,570
Produits technologiques,29-10-2014,Entreprise individuelle,2394
Fournitures de bureau,30-10-2014,Entreprise,41
Produits technologiques,30-10-2014,Grand public,40
Fournitures de bureau,31-10-2014,Entreprise,181
Fournitures de bureau,31-10-2014,Grand public,56
Fournitures de bureau,01-11-2014,Entreprise,681
Fournitures de bureau,01-11-2014,Entreprise individuelle,862
Fournitures de bureau,01-11-2014,Grand public,184
Mobilier,01-11-2014,Entreprise individuelle,1322
Mobilier,01-11-2014,Grand public,480
Produits technologiques,01-11-2014,Entreprise,479
Fournitures de bureau,02-11-2014,Grand public,937
Produits technologiques,02-11-2014,Entreprise individuelle,160
Fournitures de bureau,04-11-2014,Entreprise,29
Fournitures de bureau,04-11-2014,Grand public,1798
Mobilier,04-11-2014,Grand public,49
Produits technologiques,04-11-2014,Entreprise individuelle,44
Produits technologiques,04-11-2014,Grand public,365
Fournitures de bureau,05-11-2014,Entreprise,404
Fournitures de bureau,05-11-2014,Grand public,1278
Mobilier,05-11-2014,Entreprise,1104
Mobilier,05-11-2014,Grand public,1186
Produits technologiques,05-11-2014,Grand public,217
Fournitures de bureau,06-11-2014,Entreprise,341
Fournitures de bureau,06-11-2014,Entreprise individuelle,187
Fournitures de bureau,06-11-2014,Grand public,991
Mobilier,06-11-2014,Entreprise individuelle,1029
Mobilier,06-11-2014,Grand public,115
Produits technologiques,06-11-2014,Grand public,1717
Fournitures de bureau,07-11-2014,Entreprise,232
Fournitures de bureau,07-11-2014,Grand public,423
Mobilier,07-11-2014,Grand public,105
Produits technologiques,07-11-2014,Grand public,142
Fournitures de bureau,08-11-2014,Entreprise,83
Mobilier,08-11-2014,Entreprise,523
Mobilier,08-11-2014,Grand public,204
Produits technologiques,08-11-2014,Grand public,138
Fournitures de bureau,09-11-2014,Entreprise,217
Fournitures de bureau,09-11-2014,Grand public,1411
Mobilier,09-11-2014,Grand public,153
Produits technologiques,09-11-2014,Grand public,1406
Fournitures de bureau,11-11-2014,Entreprise,202
Fournitures de bureau,11-11-2014,Grand public,772
Mobilier,11-11-2014,Grand public,1943
Produits technologiques,11-11-2014,Entreprise individuelle,295
Produits technologiques,11-11-2014,Grand public,1834
Fournitures de bureau,12-11-2014,Entreprise,268
Fournitures de bureau,12-11-2014,Entreprise individuelle,159
Fournitures de bureau,12-11-2014,Grand public,448
Produits technologiques,12-11-2014,Entreprise,328
Produits technologiques,12-11-2014,Entreprise individuelle,166
Fournitures de bureau,13-11-2014,Entreprise,756
Fournitures de bureau,13-11-2014,Entreprise individuelle,127
Fournitures de bureau,13-11-2014,Grand public,1543
Mobilier,13-11-2014,Entreprise,3083
Produits technologiques,13-11-2014,Entreprise,304
Produits technologiques,13-11-2014,Grand public,210
Fournitures de bureau,14-11-2014,Entreprise,861
Fournitures de bureau,14-11-2014,Grand public,590
Produits technologiques,14-11-2014,Grand public,394
Fournitures de bureau,15-11-2014,Grand public,1245
Mobilier,15-11-2014,Entreprise,1269
Mobilier,15-11-2014,Grand public,593
Produits technologiques,15-11-2014,Entreprise individuelle,1146
Fournitures de bureau,16-11-2014,Entreprise,482
Mobilier,16-11-2014,Entreprise,461
Mobilier,16-11-2014,Grand public,924
Produits technologiques,16-11-2014,Entreprise,204
Produits technologiques,16-11-2014,Grand public,572
Fournitures de bureau,17-11-2014,Entreprise,92
Produits technologiques,17-11-2014,Grand public,2221
Fournitures de bureau,18-11-2014,Grand public,1121
Mobilier,18-11-2014,Entreprise,238
Produits technologiques,18-11-2014,Entreprise,176
Fournitures de bureau,19-11-2014,Entreprise,2240
Fournitures de bureau,19-11-2014,Entreprise individuelle,123
Fournitures de bureau,19-11-2014,Grand public,40
Produits technologiques,19-11-2014,Entreprise,2291
Produits technologiques,19-11-2014,Grand public,2786
Fournitures de bureau,20-11-2014,Entreprise,57
Fournitures de bureau,20-11-2014,Grand public,39
Mobilier,20-11-2014,Entreprise,206
Mobilier,20-11-2014,Grand public,12
Fournitures de bureau,21-11-2014,Grand public,182
Produits technologiques,21-11-2014,Grand public,1910
Fournitures de bureau,22-11-2014,Entreprise,5232
Fournitures de bureau,22-11-2014,Entreprise individuelle,215
Fournitures de bureau,22-11-2014,Grand public,127
Mobilier,22-11-2014,Entreprise individuelle,47
Mobilier,22-11-2014,Grand public,1023
Produits technologiques,22-11-2014,Entreprise,2220
Mobilier,23-11-2014,Entreprise,1454
Fournitures de bureau,24-11-2014,Entreprise,41
Fournitures de bureau,24-11-2014,Grand public,468
Produits technologiques,24-11-2014,Grand public,1502
Fournitures de bureau,25-11-2014,Entreprise,2993
Fournitures de bureau,25-11-2014,Entreprise individuelle,71
Fournitures de bureau,25-11-2014,Grand public,715
Mobilier,25-11-2014,Entreprise,135
Mobilier,25-11-2014,Grand public,27
Produits technologiques,25-11-2014,Entreprise,650
Produits technologiques,25-11-2014,Grand public,182
Fournitures de bureau,26-11-2014,Entreprise individuelle,29
Fournitures de bureau,26-11-2014,Grand public,131
Mobilier,26-11-2014,Grand public,298
Produits technologiques,26-11-2014,Grand public,563
Fournitures de bureau,27-11-2014,Grand public,158
Mobilier,27-11-2014,Grand public,2668
Produits technologiques,27-11-2014,Grand public,271
Fournitures de bureau,28-11-2014,Entreprise individuelle,169
Fournitures de bureau,28-11-2014,Grand public,631
Mobilier,28-11-2014,Grand public,3853
Produits technologiques,28-11-2014,Entreprise individuelle,295
Produits technologiques,28-11-2014,Grand public,428
Fournitures de bureau,29-11-2014,Entreprise,1826
Mobilier,29-11-2014,Entreprise,3301
Produits technologiques,29-11-2014,Entreprise,196
Fournitures de bureau,30-11-2014,Grand public,2801
Mobilier,30-11-2014,Entreprise,205
Mobilier,30-11-2014,Grand public,376
Produits technologiques,30-11-2014,Grand public,864
Fournitures de bureau,01-12-2014,Entreprise,354
Produits technologiques,01-12-2014,Entreprise,39
Fournitures de bureau,02-12-2014,Entreprise,228
Fournitures de bureau,02-12-2014,Entreprise individuelle,3159
Fournitures de bureau,02-12-2014,Grand public,29
Produits technologiques,02-12-2014,Grand public,649
Fournitures de bureau,03-12-2014,Entreprise individuelle,52
Fournitures de bureau,03-12-2014,Grand public,237
Mobilier,03-12-2014,Entreprise,768
Mobilier,03-12-2014,Grand public,1074
Produits technologiques,03-12-2014,Entreprise,231
Produits technologiques,03-12-2014,Entreprise individuelle,449
Produits technologiques,03-12-2014,Grand public,1622
Fournitures de bureau,04-12-2014,Entreprise,183
Fournitures de bureau,04-12-2014,Entreprise individuelle,97
Fournitures de bureau,04-12-2014,Grand public,917
Mobilier,04-12-2014,Entreprise individuelle,373
Mobilier,04-12-2014,Grand public,825
Produits technologiques,04-12-2014,Grand public,349
Fournitures de bureau,05-12-2014,Entreprise individuelle,464
Fournitures de bureau,05-12-2014,Grand public,51
Mobilier,05-12-2014,Entreprise,106
Produits technologiques,05-12-2014,Grand public,33
Fournitures de bureau,06-12-2014,Entreprise,44
Fournitures de bureau,06-12-2014,Entreprise individuelle,75
Fournitures de bureau,07-12-2014,Entreprise,582
Fournitures de bureau,07-12-2014,Entreprise individuelle,169
Fournitures de bureau,07-12-2014,Grand public,585
Produits technologiques,07-12-2014,Entreprise,108
Produits technologiques,07-12-2014,Grand public,210
Fournitures de bureau,09-12-2014,Entreprise,177
Fournitures de bureau,09-12-2014,Grand public,1278
Mobilier,09-12-2014,Grand public,1217
Produits technologiques,09-12-2014,Entreprise,218
Fournitures de bureau,10-12-2014,Entreprise,691
Fournitures de bureau,10-12-2014,Entreprise individuelle,53
Mobilier,10-12-2014,Entreprise,1908
Produits technologiques,10-12-2014,Entreprise,1381
Fournitures de bureau,11-12-2014,Entreprise individuelle,100
Fournitures de bureau,11-12-2014,Grand public,267
Produits technologiques,11-12-2014,Entreprise,385
Produits technologiques,11-12-2014,Grand public,337
Fournitures de bureau,12-12-2014,Entreprise,165
Fournitures de bureau,12-12-2014,Entreprise individuelle,678
Fournitures de bureau,12-12-2014,Grand public,144
Mobilier,12-12-2014,Entreprise,1173
Produits technologiques,12-12-2014,Entreprise,193
Fournitures de bureau,13-12-2014,Entreprise,249
